id,price
0,3296.4570043290046
1,3046.889141902005
2,3340.810663142414
3,3162.066992701744
4,5398.056514027445
5,552.0649332534848
6,809.6069905681035
7,900.1092886825314
8,7969.367442963471
9,5376.90736000283
10,2038.174113512902
11,3698.12030050505
12,7267.279005092939
13,3867.094247937248
14,2105.0633565323565
15,4815.667527492501
16,801.6865363967195
17,15520.039750931142
18,7723.252378184828
19,12874.31652366914
20,4620.517818703025
21,3150.7107852111817
22,635.8460308711037
23,828.3687962585982
24,7750.4812757683485
25,7666.575229283339
26,5257.860147430664
27,10544.696477548594
28,6690.7647990155
29,3681.6924935064935
30,6384.7917286264255
31,5151.998553615745
32,1062.9203470695973
33,2259.2241588148254
34,608.0853953350788
35,4045.753616547268
36,5613.72458712005
37,1662.6752314408982
38,884.8519019804548
39,999.2548440725941
40,706.452169846711
41,3741.8866500717386
42,862.1271789046858
43,10554.663265873016
44,1647.5154831372777
45,3717.9519716843656
46,3433.243708152958
47,5218.388520757022
48,1042.0716075854245
49,2600.67284536542
50,556.51430412744
51,11453.62532034632
52,735.208527099267
53,554.6972206780147
54,860.904098588963
55,636.7682987334196
56,2851.9064399211893
57,516.0349773121723
58,783.8603563232505
59,7703.193651594431
60,1898.962594155844
61,3911.103249681692
62,624.6813405936987
63,2852.4358916857223
64,1879.1781938421057
65,970.5810793650794
66,1767.8384110014988
67,5407.410410944232
68,4212.270595045012
69,671.2368121361917
70,940.6175058986785
71,964.9044017584459
72,6172.312296897547
73,2531.5320196043544
74,1355.358735199173
75,9120.348937234336
76,1076.2828589804842
77,1368.7158572373185
78,488.98920523019035
79,2366.97549937889
80,2033.7760772446977
81,779.666187950938
82,6687.745609331664
83,5384.724375087231
84,570.99665260639
85,4876.626206105668
86,831.187114504286
87,773.6439670224412
88,2362.591095737403
89,579.1338787878789
90,12199.758091269845
91,7479.828629870131
92,1325.4399969150475
93,6449.191431073443
94,7331.564453297279
95,8018.799011655011
96,2977.3136694694495
97,1169.2059466461321
98,13068.893460787578
99,9770.836254329006
100,635.3794820532172
101,7354.82119597233
102,9865.10970021645
103,6439.846580288827
104,1711.5258528834665
105,6280.729227025897
106,972.445739513106
107,4113.766881313131
108,6428.375279375854
109,663.0684984429744
110,2514.174310275827
111,603.5352324354944
112,846.482795712722
113,1353.9040507021791
114,6737.639533513975
115,810.5837288567539
116,2491.450414862915
117,12756.30594038016
118,4454.358117604617
119,490.1799759436318
120,2158.7530096015103
121,878.9932486350365
122,4427.509265430364
123,13978.06684773072
124,1019.7991328643395
125,3655.050435404465
126,6258.49414020087
127,4165.358892392054
128,646.9039536419388
129,759.7083512560316
130,17235.64055064797
131,12900.485875901877
132,1749.9435744614486
133,6347.152322566323
134,892.2382392856416
135,3574.9044033189025
136,3051.729643277148
137,1752.2040170894322
138,8812.354514169587
139,5635.838817460317
140,3142.5144998964706
141,587.2044946853518
142,831.3159117975979
143,975.4165308960095
144,1636.4501469491474
145,9016.685603174603
146,4526.918320713656
147,5267.377422189601
148,1037.165004855093
149,13535.742516275403
150,4445.086803051641
151,563.3505624276731
152,2103.1751740014374
153,9274.59761864932
154,5365.236410006657
155,872.8233011186722
156,11008.225077922201
157,991.2436413405064
158,1577.091426692402
159,6062.493552253302
160,10127.947825901101
161,857.3179090979539
162,1730.7615027472527
163,487.61496201021225
164,2192.327220388734
165,8987.856494641579
166,6918.74274900374
167,13301.075607142859
168,429.8920119047618
169,2316.8359183996295
170,3877.7130806017826
171,2845.037054473304
172,7940.820970418468
173,3336.5067421575995
174,854.3330726092113
175,469.54877643151696
176,16534.977638005832
177,1006.6054158789153
178,6434.891741852503
179,7039.25330703915
180,14320.55483928499
181,6741.457270626867
182,3633.0729325132347
183,5200.912591269843
184,901.6270960274579
185,877.0875708672123
186,7590.085188210323
187,957.82184004884
188,877.4086672343494
189,8734.609364540935
190,4756.901882214028
191,2672.1129144560946
192,16351.284319849237
193,17029.8461770626
194,6502.848113794241
195,8547.939240390931
196,751.108633596947
197,3099.2233627761134
198,1175.119563131313
199,3979.354184728004
200,9926.25577958153
201,3838.49257178932
202,6035.705235569984
203,3986.2414698381804
204,878.8136457226054
205,5346.20109489751
206,752.6850210345206
207,8567.004232323234
208,1110.4284391164392
209,2432.723096209346
210,1582.888290535068
211,935.8931474086319
212,2794.510248955848
213,1175.527068533312
214,542.6544206349207
215,1975.5766720779213
216,2323.7978812972974
217,473.5779261729138
218,6536.244890606578
219,2191.0511790467917
220,830.1146356712328
221,5266.207643712576
222,872.9542009973139
223,1038.513905674391
224,2842.1281983444705
225,2169.0439533335675
226,841.4022991545432
227,7489.694990981241
228,897.6833255858925
229,847.5423943155259
230,1474.5333323682762
231,15344.501151614626
232,9884.600183649685
233,1695.792455527651
234,1501.1363662101132
235,9155.484998154623
236,3499.933940410149
237,1198.8402308652344
238,3684.8550796425798
239,12324.613374033805
240,2715.278024918529
241,803.9290836672619
242,4380.997513566108
243,507.43782582497494
244,2571.611230117283
245,9967.014152752567
246,9865.295466946032
247,795.2373655048915
248,814.2950164651646
249,17056.555555666553
250,4214.634194444444
